01.32213, 103.77007
01.32212, 103.77027
01.36440, 103.85181
01.34058, 103.84793
01.39639, 103.90829
01.32226, 103.77015
01.30844, 103.88490
01.39573, 103.91445
01.34919, 103.93409
01.34911, 103.93429
01.38004, 103.76506
01.33902, 103.84745
01.37525, 103.73803
01.28726, 103.83803
01.32167, 103.77035
01.39847, 103.91553
01.39964, 103.90660
01.35522, 103.87163
01.39828, 103.90565
01.30659, 103.80027
01.27815, 103.82696
01.40296, 103.75205
01.40373, 103.75053
01.34338, 103.69983
01.34204, 103.70251
01.32291, 103.86603
01.40090, 103.75149
01.28663, 103.80954
01.33839, 103.92310
01.38893, 103.77239
01.31401, 103.85683
01.31431, 103.85666
01.38700, 103.90252
01.32572, 103.93251
01.33755, 103.84575
01.30379, 103.79925
01.38944, 103.87792
01.38676, 103.90565
01.33879, 103.84687
01.38415, 103.76166
01.38854, 103.87505
01.36546, 103.89425
01.28864, 103.81634
01.28112, 103.81003
01.36800, 103.89472
01.43566, 103.79471
01.28708, 103.84158
01.39201, 103.90651
01.39591, 103.90888
01.37803, 103.87995
01.29845, 103.80158
01.32555, 103.93150
01.34414, 103.70517
01.32417, 103.92641
01.36980, 103.87304
01.38927, 103.87403
01.34899, 103.72483
01.33466, 103.84536
01.32339, 103.92467
01.38862, 103.87302
01.33398, 103.84518
01.32209, 103.93622
01.30173, 103.90674
01.34232, 103.70501
01.34440, 103.70249
01.34320, 103.70440
01.33675, 103.70318
01.34454, 103.70581
01.30335, 103.86313
01.34398, 103.70065
01.36259, 103.75211
01.39177, 103.90816
01.34200, 103.69265
01.34202, 103.69148
01.33852, 103.92235
01.38833, 103.90756
01.35057, 103.74830
01.36443, 103.75233
01.34468, 103.71977
01.30461, 103.86473
01.33896, 103.69703
01.37783, 103.94236
01.43606, 103.83616
01.35730, 103.95501
01.38758, 103.90863
01.34164, 103.69895
01.30795, 103.79964
01.30488, 103.86077
01.33040, 103.85858
01.33974, 103.84726
01.33960, 103.84761
01.33287, 103.72189
01.38289, 103.90244
01.43581, 103.79213
01.36752, 103.84689
01.28281, 103.84271
01.34775, 103.73084
01.27417, 103.83964
01.31308, 103.78758
01.28841, 103.81694
01.33354, 103.93042
01.36776, 103.89555
01.27700, 103.80837
01.36220, 103.89079
01.28329, 103.82361
01.36973, 103.84687
01.29294, 103.81170
01.32613, 103.94210
01.34853, 103.71547
01.29547, 103.80464
01.44953, 103.81723
01.43062, 103.82876
01.30043, 103.79736
01.43323, 103.79333
01.28661, 103.83282
01.29864, 103.80194
01.34538, 103.70416
01.30333, 103.85064
01.29997, 103.79772
01.28066, 103.82426
01.42996, 103.82792
01.34999, 103.72384
01.34941, 103.72466
01.33615, 103.69550
01.36246, 103.85546
01.34921, 103.72461
01.33690, 103.69488
01.34950, 103.72462
01.31280, 103.77184
01.30079, 103.79808
01.33206, 103.72292
01.34073, 103.69844
01.32192, 103.87018
01.33237, 103.72245
01.30833, 103.86201
01.30775, 103.86129
01.38032, 103.87891
01.31892, 103.86192
01.30645, 103.88547
01.39393, 103.91137
01.30617, 103.88489
01.33812, 103.70275
01.30399, 103.86442
01.32031, 103.90110
01.34532, 103.71552
